"sample_e - RawData"
"Wavelength nm.","T%"
633.00,64.181
633.50,64.260
634.00,64.251
634.50,64.127
635.00,64.171
635.50,64.110
636.00,64.197
636.50,64.096
637.00,64.168
637.50,64.044
638.00,64.032
638.50,63.936
639.00,63.901
639.50,63.922
640.00,63.770
640.50,63.671
641.00,63.635
641.50,63.549
642.00,63.511
642.50,63.463
643.00,63.489
643.50,63.240
644.00,63.198
644.50,63.116
645.00,63.034
645.50,63.008
646.00,62.792
646.50,62.891
647.00,62.695
647.50,62.558
648.00,62.636
648.50,62.622
649.00,62.410
649.50,62.250
650.00,62.235
650.50,62.157
651.00,62.082
651.50,61.981
652.00,62.023
652.50,61.865
653.00,61.858
653.50,61.798
654.00,61.818
654.50,61.956
655.00,61.767
655.50,61.750
656.00,61.612
656.50,61.688
657.00,61.586
657.50,61.698
658.00,61.594
658.50,61.563
659.00,61.558
659.50,61.634
660.00,61.623
660.50,61.618
661.00,61.611
661.50,61.641
662.00,61.583
662.50,61.719
663.00,61.586
663.50,61.637
664.00,61.674
664.50,61.621
665.00,61.682
665.50,61.665
666.00,61.692
666.50,61.848
667.00,61.817
667.50,61.840
668.00,61.862
668.50,61.973
669.00,62.057
669.50,61.963
670.00,62.093
670.50,62.138
671.00,62.137
671.50,62.276
672.00,62.269
672.50,62.369
673.00,62.384
673.50,62.512
674.00,62.398
674.50,62.479
675.00,62.625
675.50,62.788
676.00,62.985
676.50,62.933
677.00,62.974
677.50,63.115
678.00,63.046
678.50,63.217
679.00,63.370
679.50,63.231
680.00,63.492
680.50,63.620
681.00,63.495
681.50,63.955
682.00,63.934
682.50,63.940
683.00,64.319
683.50,64.283
684.00,64.402
684.50,64.430
685.00,64.455
685.50,64.513
686.00,64.621
686.50,64.694
687.00,65.099
687.50,65.075
688.00,65.126
688.50,65.258
689.00,65.424
689.50,65.465
690.00,65.566
690.50,65.750
691.00,65.657
691.50,65.996
692.00,65.769
692.50,65.983
693.00,66.056
693.50,66.136
694.00,66.188
694.50,66.282
695.00,66.356
695.50,66.320
696.00,66.403
696.50,66.458
697.00,66.413
697.50,66.340
698.00,66.496
698.50,66.303
699.00,66.292
699.50,66.408
700.00,66.527
700.50,66.181
701.00,66.186
701.50,66.169
702.00,66.239
702.50,65.935
703.00,65.824
703.50,65.794
704.00,65.586
704.50,65.783
705.00,65.540
705.50,65.132
706.00,65.177
706.50,64.965
707.00,64.783
707.50,64.719
708.00,64.375
708.50,64.158
709.00,64.203
709.50,64.006
710.00,63.631
710.50,63.535
711.00,63.283
711.50,63.090
712.00,62.970
712.50,62.748
713.00,62.622
713.50,62.435
714.00,62.136
714.50,61.866
715.00,61.774
715.50,61.562
716.00,61.354
716.50,61.370
717.00,61.145
717.50,60.940
718.00,60.745
718.50,60.391
719.00,60.198
719.50,60.202
720.00,60.092
720.50,59.901
721.00,59.521
721.50,59.655
722.00,59.409
722.50,59.256
723.00,59.005
723.50,58.852
724.00,58.617
724.50,58.652
725.00,58.565
725.50,58.529
726.00,58.388
726.50,58.087
727.00,58.181
727.50,57.900
728.00,57.750
728.50,57.704
729.00,57.595
729.50,57.467
730.00,57.481
730.50,57.310
731.00,57.117
731.50,57.070
732.00,57.020
732.50,56.970
733.00,56.955
733.50,56.657
734.00,56.596
734.50,56.629
735.00,56.546
735.50,56.355
736.00,56.362
736.50,56.349
737.00,56.414
737.50,56.326
738.00,55.943
738.50,56.109
739.00,55.984
739.50,55.977
740.00,55.831
740.50,56.137
741.00,55.836
741.50,55.827
742.00,55.569
742.50,55.673
743.00,55.583
743.50,55.462
744.00,55.657
744.50,55.299
745.00,55.423
745.50,55.343
746.00,55.250
746.50,55.184
747.00,55.264
747.50,55.266
748.00,55.315
748.50,55.348
749.00,55.467
749.50,55.042
750.00,55.222
750.50,55.304
751.00,55.288
751.50,55.339
752.00,55.169
752.50,55.396
753.00,55.334
753.50,55.263
754.00,55.311
754.50,55.108
755.00,55.250
755.50,55.427
756.00,55.446
756.50,55.437
757.00,55.518
757.50,55.523
758.00,55.646
758.50,55.452
759.00,55.390
759.50,55.554
760.00,55.691
760.50,55.681
761.00,55.693
761.50,55.829
762.00,55.950
762.50,55.927
763.00,55.594
763.50,55.950
764.00,56.073
764.50,56.061
765.00,56.360
765.50,56.227
766.00,56.552
766.50,56.442
767.00,56.505
767.50,56.473
